GluteyLegionED,Glutey,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/Glutey/characters
,Honour Thirst,Jade Hatchet,Weapon,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe2.png?scale=1&w=2&h=3&v=e856f7a39b267f11a7a1a01b11412f61,2f52f0eadb063606456c803781680faf8ddb1f3293125ce6702ac25d0fa5071e
,,Amber Amulet,Amulet,https://web.poecdn.com/image/Art/2DItems/Amulets/Amulet3.png?scale=1&w=1&h=1&v=ab799e48c3d205973c8cd93ab478d20c,b0531f941bea98b7acb6d978e517385b4397990bbef6ca54c822517dc41903f6
,,Beryl Scare Mask of the Inuit,Helm,https://web.poecdn.com/image/Art/2DItems/Armours/Helmets/HelmetDexInt1.png?scale=1&w=2&h=2&v=1f13693aeafe9ef41ed01ed763a79acb,feeec376ffbab1a7b34524d4f3187dd173ee0758cf013ffba0cb8b6ec2f1791a

KeepUpLittleBro,Aussie90,2019/07/29, 15:03:24,https://www.pathofexile.com/account/view-profile/Aussie90/characters
,,Goat's Horn,Offhand,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Wands/Wand2.png?scale=1&w=1&h=3&v=dd4e9f9ef8b06e3f3e3fa3ba400f8ae8,d1591bd80c7d4502c6bce9143c8cb541ba1e7791ea939c15f9d0f218e8531a5b
,,Driftwood Wand,Weapon,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Wands/Wand1.png?scale=1&w=1&h=3&v=29d882fad76634e6d9feda1b35808e0b,c7cc5dad6d2b85d5d11d38425ac5566a3b06ed3f2cbecf722bbf3dd0ecd853bd

Shantar,Werewolf2003,2019/07/29, 15:03:24,https://www.pathofexile.com/account/view-profile/Werewolf2003/characters
,Rift Sanctuary,Chainmail Tunic,BodyArmour,https://web.poecdn.com/image/Art/2DItems/Armours/BodyArmours/BodyStrInt2A.png?scale=1&w=2&h=3&v=76640dd58584a7786df8d02eadd36bbb,14c34a5867ad3036b7f73afb69a17d7d94bad58e2accdf4f4e126936b9d14934
,Onslaught Medallion,Lapis Amulet,Amulet,https://web.poecdn.com/image/Art/2DItems/Amulets/Amulet5.png?scale=1&w=1&h=1&v=574b38016f547495a51268177882d5cc,37bde1ecd5c193d989a9b850281d24701a2881ed5f7f26bc40295e66824b4eff
,Bramble Roar,Mallet,Weapon2,https://web.poecdn.com/image/Art/2DItems/Weapons/TwoHandWeapons/TwoHandMaces/TwoHandMace3.png?scale=1&w=2&h=4&v=b22825e51c6c7acc7b2a3ea28dc2266f,06d12456f9c6656ac0a5f71934ca1de9c528a81db9ae1a8c0f8127f9580984d0
,Woe Snare,Heavy Belt,Belt,https://web.poecdn.com/image/Art/2DItems/Belts/Belt5.png?scale=1&w=2&h=1&v=5aa764352f06af8fd3231e6a52d710f5,389086168a87c48fbadb137bb71c1dfb68a9d898af873cb6795f4ae7dc72dd17
,Entropy Guardian,Leather Cap,Helm,https://web.poecdn.com/image/Art/2DItems/Armours/Helmets/HelmetDex1.png?scale=1&w=2&h=2&v=657e0a19ee26b2a06f3a16028ca55104,561cba80199ffd9356084faf50597df887ee23e95a3c757ba5bcd3745eb3060f
,Morbid Grasp,Coral Ring,Ring,https://web.poecdn.com/image/Art/2DItems/Rings/Ring2.png?scale=1&w=1&h=1&v=ea80f60b4a8ead920044707ed6569849,a123389e6fc9e5402f454aa4a57b03e25e5176cda28e1a95d9f18547694d64cb
,Foe Splitter,Woodsplitter,Weapon,https://web.poecdn.com/image/Art/2DItems/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxe3.png?scale=1&w=2&h=4&v=7969092be53d097db457968516b473ed,f882885082a85e8118ecbe4fa218025f77321d7f1b7a332d7679ec818f0f9b54

sogyblastingtraps,sogybritches,2019/07/29, 15:03:24,https://www.pathofexile.com/account/view-profile/sogybritches/characters
,Entropy Dome,Vine Circlet,Helm,https://web.poecdn.com/image/Art/2DItems/Armours/Helmets/HelmetInt1.png?scale=1&w=2&h=2&v=7b340464bc62d01902a6097a080a875d,faf9b5e9683450be7d7c5deaa2452c7d0818a1682a2874289e3f205a2bdb0bc6
,Corruption Nock,Crude Bow,Weapon2,https://web.poecdn.com/image/Art/2DItems/Weapons/TwoHandWeapons/Bows/Bow1.png?scale=1&w=2&h=3&v=638bf3381f842d378b8705ad2afbf699,609fe05402bd82e9d075c6c84ba0cd3544a3b0d247aad92afd101e06502fd4d5
,Rune Thirst,Driftwood Wand,Offhand,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Wands/Wand1.png?scale=1&w=1&h=3&v=29d882fad76634e6d9feda1b35808e0b,087677242a020b32d3247e867d2849334d8daf6334c8f4af3ae4727f595d5074
,Corpse Spike,Serrated Arrow Quiver,Offhand2,https://web.poecdn.com/image/Art/2DItems/Quivers/QuiverSerrated.png?scale=1&w=2&h=3&v=1d2afc001d5ff66e6036270e9c154d3a,1cdfbe7db7d817efd8556f9700fe64656365f917b55c9806c20f5f85d4c4b192

MerwiPoison,merwi14,2019/07/29, 15:03:24,https://www.pathofexile.com/account/view-profile/merwi14/characters
,Tempest Grip,Two-Stone Ring,Ring,https://web.poecdn.com/image/Art/2DItems/Rings/SapphireRuby.png?scale=1&w=1&h=1&v=ff4c9f8b5c539efd2e99a46303e849f6,edb6a65fe114ca50fc547cda04259f6f2c1b680d35d15e4e40686add7c976ba6
,Armageddon Skin,Waxed Garb,BodyArmour,https://web.poecdn.com/image/Art/2DItems/Armours/BodyArmours/BodyDexInt2C.png?scale=1&w=2&h=3&v=a0e589c9975ee5fe5bc4845f9c81a516,ff359ea5d7aa6281caa007d089e70e35294571c3f5ba348a4a9e9f6889cfffd0
,Loath Razor,Thresher Claw,Offhand,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Claws/Claw2.png?scale=1&w=2&h=2&v=13a717e8db4f740348e01c17e7669b8e,3d110015fc222ed11f997496efbab03ca088115c5e84a63d2bf996944c84aace
,,Butcher Sword,Weapon2,https://web.poecdn.com/image/Art/2DItems/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSword2.png?scale=1&w=2&h=4&v=c6eb2632cbcdf26da86bc4c2db397e7d,e6b6e37dcb21f6a6344807d4ae4cc27ee53e5c07c48db1d0796ab17136bbd41b

Tryxbrand,xliktiz,2019/07/29, 15:03:24,https://www.pathofexile.com/account/view-profile/xliktiz/characters
,Wrath Braid,Jade Amulet,Amulet,https://web.poecdn.com/image/Art/2DItems/Amulets/Amulet4.png?scale=1&w=1&h=1&v=cc3ec167ca9ea10dfa05b2d55b5dcf62,ae4b8cfa8bdbc4844681e5c3e56f5a649e2540ca0749a5f346e1b8fd4f727052
,Havoc Charm,Driftwood Wand,Weapon,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Wands/Wand1.png?scale=1&w=1&h=3&v=29d882fad76634e6d9feda1b35808e0b,6a53503eb9cdd5d3408cab0a94fd16473764c65a0135862d097e4a0238626015
,,Coral Ring,Ring,https://web.poecdn.com/image/Art/2DItems/Rings/Ring2.png?scale=1&w=1&h=1&v=ea80f60b4a8ead920044707ed6569849,86135f140695dc85ce5a707ab447963d1b6d9c2cd34434fe613f9d824ec9d844
,,Coral Ring,Ring2,https://web.poecdn.com/image/Art/2DItems/Rings/Ring2.png?scale=1&w=1&h=1&v=ea80f60b4a8ead920044707ed6569849,7228f9bf5658ab27a93b745a9f99690298bcc8c1225e53e63eeb257db589edf2
,Foe Chant,Driftwood Wand,Offhand,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Wands/Wand1.png?scale=1&w=1&h=3&v=29d882fad76634e6d9feda1b35808e0b,f783d2515fd13f371f9463c50bf6c6d4edc1295080efd48907b2cb41e4f4b7b9

Tarkeswaifu,NLnaga,2019/07/29, 15:03:24,https://www.pathofexile.com/account/view-profile/NLnaga/characters
,,Hale Leather Belt,Belt,https://web.poecdn.com/image/Art/2DItems/Belts/Belt3.png?scale=1&w=2&h=1&v=a559821037f54c94dae053b90bcea363,f00683a407e4344113f9234a87aa3f9497a54976b1f5e9ff21370ebcf210bfae
,,Shade's Tricorne of the Inuit,Helm,https://web.poecdn.com/image/Art/2DItems/Armours/Helmets/HelmetDex2.png?scale=1&w=2&h=2&v=6c8eca32d91aff1879eef4c79e34a98f,82f51696ef7590af0920be2b9c1eb39241df2ceb9564592322e25bec1b545971
,,Paua Ring of the Seal,Ring2,https://web.poecdn.com/image/Art/2DItems/Rings/Ring3.png?scale=1&w=1&h=1&v=bc351f5121b5d5d052733fa5be0f79ca,7df2f1d6d8bd70209b6ab83a9975a086e0991f7d944d8d04c0d3f457711f2a6e
,Phoenix Beak,Whalebone Rapier,Weapon,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Rapiers/Rapier2.png?scale=1&w=1&h=4&v=ffa3d6cc78c766584fff267ff269a2bc,38e9e2104c627f72d37f65f455ee11edd4a565052d0bcbe82a48aeb6ea3a3f02
,,Runner's Leatherscale Boots of the Inuit,Boots,https://web.poecdn.com/image/Art/2DItems/Armours/Boots/BootsStrDex1.png?scale=1&w=2&h=2&v=a3cf4c2df53894a8e80f579b34661a4c,0001aa7257d64c36a72a5f4cd66b681bc6952f9e877c1a1c2a11a6f4155a92a0
,,Iron Ring,Ring,https://web.poecdn.com/image/Art/2DItems/Rings/Ring1.png?scale=1&w=1&h=1&v=7c04d5a65caa0371eccfe06a129a7407,de1e9f64dd84be755d6a1fe1491ecf48d40643bf3880796937a4d7d16a0dab85
,,Icy Cat's Paw,Offhand,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Claws/Claw4.png?scale=1&w=2&h=2&v=9975238ccd62fc6440af5a30542276ad,372d476d96af3814a273044aaf776f3e1872041dc5683fb64ec3c58916e284b1

AkhilDexterity,AkhilBTW,2019/07/29, 15:03:24,https://www.pathofexile.com/account/view-profile/AkhilBTW/characters
,Skull Coil,Coral Ring,Ring2,https://web.poecdn.com/image/Art/2DItems/Rings/Ring2.png?scale=1&w=1&h=1&v=ea80f60b4a8ead920044707ed6569849,6b585c0272bf015ef62ebe3df75633ff52885bb1de8d3c5435373a7c68774f29
,,Amber Amulet,Amulet,https://web.poecdn.com/image/Art/2DItems/Amulets/Amulet3.png?scale=1&w=1&h=1&v=ab799e48c3d205973c8cd93ab478d20c,94cbe1135ab4096b15fda591f0fe3572a8b50e9b023e303787e8933b977699f1

RighteousPepega,EchecTorturé,2019/07/29, 15:03:24,https://www.pathofexile.com/account/view-profile/EchecTorturé/characters
,,Leatherscale Boots,Boots,https://web.poecdn.com/image/Art/2DItems/Armours/Boots/BootsStrDex1.png?scale=1&w=2&h=2&v=a3cf4c2df53894a8e80f579b34661a4c,8a5dec1a9dc0fa13501f5dce539e791ce0154fcae1e5b6dd561c243bbba85cc0
,,Glinting Iron Ring of Success,Ring2,https://web.poecdn.com/image/Art/2DItems/Rings/Ring1.png?scale=1&w=1&h=1&v=7c04d5a65caa0371eccfe06a129a7407,222d602f513cbfce3e629aec4c4b8a7508e48744dc23df7da39f5655da31f5df

metaslawe,NLnaga,2019/07/29, 15:03:24,https://www.pathofexile.com/account/view-profile/NLnaga/characters
,Pandemonium Ward,Silken Vest,BodyArmour,https://web.poecdn.com/image/Art/2DItems/Armours/BodyArmours/BodyInt2A.png?scale=1&w=2&h=3&v=bef9e80f148abdd50a19762bbf008d54,6532ba9d0839723bef9759b3ee96768fab37e1a3bcfa287ed2e0aa7b24d900f1
,,Goat's Horn,Weapon,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Wands/Wand2.png?scale=1&w=1&h=3&v=dd4e9f9ef8b06e3f3e3fa3ba400f8ae8,917280a299d07e709e52de23ed2876e0b144ae560f4aca2d841c28bdd1aa662a
,Maelström Coil,Sapphire Ring,Ring,https://web.poecdn.com/image/Art/2DItems/Rings/Ring6.png?scale=1&w=1&h=1&v=23acb19022be4c89b3260db63dd1ca05,ccdb8e52a86d5fef8a85bb94c0a285349a700dbe3537195635d6f446c0408701

MyDadBeatsMeIronically,Omilinon,2019/07/29, 15:03:24,https://www.pathofexile.com/account/view-profile/Omilinon/characters
,Sol Knuckle,Chain Gloves,Gloves,https://web.poecdn.com/image/Art/2DItems/Armours/Gloves/GlovesStrInt1.png?scale=1&w=2&h=2&v=ebb344242aede025cdd5b7227b3c3e14,36a750b11fbdf11f424394b19b8c85324ab1365cc638c011c39859ed75575b66
,,Sanguine Coral Ring of Plunder,Ring,https://web.poecdn.com/image/Art/2DItems/Rings/Ring2.png?scale=1&w=1&h=1&v=ea80f60b4a8ead920044707ed6569849,b070bdc579db6236e58f575c58ce0a2ad99e87e2d3ca70c1573d4e852bf510e9
,Soul Clasp,Coral Amulet,Amulet,https://web.poecdn.com/image/Art/2DItems/Amulets/Amulet2.png?scale=1&w=1&h=1&v=1bb23cebd36e20ede7c0e76575215b14,3210500580eba9126aa9d95b3cd53b03b1f731ee3e1b58219855585d3465dc6d

Clay_Nga_Cyc,clayman1990,2019/07/29, 15:03:24,https://www.pathofexile.com/account/view-profile/clayman1990/characters
,Gloom Nail,Paua Ring,Ring,https://web.poecdn.com/image/Art/2DItems/Rings/Ring3.png?scale=1&w=1&h=1&v=bc351f5121b5d5d052733fa5be0f79ca,0797de4765acfdd08ee53796b7f79545d2462612f3a0f6554a9144ff188329c4
,Fate Track,Velvet Slippers,Boots,https://web.poecdn.com/image/Art/2DItems/Armours/Boots/BootsInt2.png?scale=1&w=2&h=2&v=4d0ae8943392dcd8fa6e20287b602871,d64d30fc2af740a788f65b3c47c2fe90d1d900bcf9c7ec4fd9f5846e375df610
,Rage Crest,Leather Cap,Helm,https://web.poecdn.com/image/Art/2DItems/Armours/Helmets/HelmetDex1.png?scale=1&w=2&h=2&v=657e0a19ee26b2a06f3a16028ca55104,dc55ea1be8b1c9f01373448b3b14f2a1a7a04bbdbdb5f90d0660c6d77d415ad9
,Havoc Snare,Rustic Sash,Belt,https://web.poecdn.com/image/Art/2DItems/Belts/Belt1.png?scale=1&w=2&h=1&v=a40ff49a65beb9e722af0f85159432f1,11bcabcc0a91537ce928073ae04290e76cbe9dc5ca3abe63a5ab117d1fc852af
,Corpse Breaker,Spiked Club,Weapon,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/OneHandMaces/OneHandMace3.png?scale=1&w=1&h=3&v=0da211513b53dc8acc1a040ee18b6347,cadd19bd4c655f7b39dfb657d496486a3c2d20a8c4de6519426d16a9960757c6
,Horror Mangler,Spiked Club,Offhand,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/OneHandMaces/OneHandMace3.png?scale=1&w=1&h=3&v=0da211513b53dc8acc1a040ee18b6347,0691ae00356b3c84fe2c47f1a5f4ed9f433f229afa87a4402f1c4dc10964e407
,Havoc Rosary,Coral Amulet,Amulet,https://web.poecdn.com/image/Art/2DItems/Amulets/Amulet2.png?scale=1&w=1&h=1&v=1bb23cebd36e20ede7c0e76575215b14,f3ea144f5e3f1e87b445c58d9cac2084c9f7c097c90a13376f7c893c452528b8
,Viper Grasp,Iron Ring,Ring2,https://web.poecdn.com/image/Art/2DItems/Rings/Ring1.png?scale=1&w=1&h=1&v=7c04d5a65caa0371eccfe06a129a7407,83001c77bd330b64f7ab11bde712eb2cade24e7dba22bc93c88cf38a9f3ddd34

Adrillbane,Adrillon,2019/07/29, 15:03:24,https://www.pathofexile.com/account/view-profile/Adrillon/characters
,,Shade's Rawhide Gloves of the Whelpling,Gloves,https://web.poecdn.com/image/Art/2DItems/Armours/Gloves/GlovesDex1.png?scale=1&w=2&h=2&v=8dfa12a0d2a418db2db2cbb2b34b4f8d,d3e793a45d4bafd6905891967b9e483c87bf7f1bed8517e5af93158cdff3ef84
,Phoenix Mantle,Oiled Vest,BodyArmour,https://web.poecdn.com/image/Art/2DItems/Armours/BodyArmours/BodyDexInt2A.png?scale=1&w=2&h=3&v=e199c9982856eafe43e9f6f6fed8361d,77e5c47544ec7e71823e88f0073328faaeb00b1f64b045419581c9180055c99e
,Loath Locket,Rustic Sash,Belt,https://web.poecdn.com/image/Art/2DItems/Belts/Belt1.png?scale=1&w=2&h=1&v=a40ff49a65beb9e722af0f85159432f1,b5fb596469f7332bd6b8f9a8df1b87922b81e57ef55249ed5e3bb1e9318c06b8
,Brood Star,Rusted Coif,Helm,https://web.poecdn.com/image/Art/2DItems/Armours/Helmets/HelmetStrInt1.png?scale=1&w=2&h=2&v=018258b72ff054fd117fc86fc5d6dced,64410e62fb7f246f4df2780e2cb4de8f37b2ceedc42351daa084d5ef689036cd
,,Iron Ring,Ring,https://web.poecdn.com/image/Art/2DItems/Rings/Ring1.png?scale=1&w=1&h=1&v=7c04d5a65caa0371eccfe06a129a7407,54e0e09506b595accc49dc62f479d73338e5a0d09e7aa120658c7355f0d397a8
,,Coral Amulet,Amulet,https://web.poecdn.com/image/Art/2DItems/Amulets/Amulet2.png?scale=1&w=1&h=1&v=1bb23cebd36e20ede7c0e76575215b14,d038a10046b19e3b92d48aeb4a814f27ec492751276d3d226d8b87c76e06c3b0
,,Superior Wool Shoes,Boots,https://web.poecdn.com/image/Art/2DItems/Armours/Boots/BootsInt1.png?scale=1&w=2&h=2&v=7d976b0a4ce27b0653446acab5b006cb,d3ed29782e3ebd9b4ec0ad88c52665a3d490de73c1935bcbbe23eb9f10a6e595
,,Nihilist's Goat's Horn,Weapon,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Wands/Wand2.png?scale=1&w=1&h=3&v=dd4e9f9ef8b06e3f3e3fa3ba400f8ae8,209ec97247958e647b506905633aa1e1c2b7777c9aebebc9cb773f05c1350c3f
,,Goat's Horn,Offhand,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Wands/Wand2.png?scale=1&w=1&h=3&v=dd4e9f9ef8b06e3f3e3fa3ba400f8ae8,b8e699edeff1e488eb3b9f76abb79dbf9df955a0003e89039cba2e3c5d1dba46

ToxIsMiningAway,Toxalry,2019/07/29, 15:03:24,https://www.pathofexile.com/account/view-profile/Toxalry/characters
,,Driftwood Wand,Offhand,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Wands/Wand1.png?scale=1&w=1&h=3&v=29d882fad76634e6d9feda1b35808e0b,62b8d0bec4a6a32ef2052510d2872ca525334f491efff5b3d0391adc2f98a6c8
,,Wool Gloves,Gloves,https://web.poecdn.com/image/Art/2DItems/Armours/Gloves/GlovesInt1.png?scale=1&w=2&h=2&v=bdacd434c1bd80b76640c7f3d1eb023b,2b6586a3999ab4a3fefb3bf388303b8ad7815c66188a1168e0cbed0a9e169832
,,Vine Circlet,Helm,https://web.poecdn.com/image/Art/2DItems/Armours/Helmets/HelmetInt1.png?scale=1&w=2&h=2&v=7b340464bc62d01902a6097a080a875d,4952e46905de9d197c0dbb62cfab72043f81e6e95fda5c2fd6c5366d78fbb78d
,,Paua Ring,Ring,https://web.poecdn.com/image/Art/2DItems/Rings/Ring3.png?scale=1&w=1&h=1&v=bc351f5121b5d5d052733fa5be0f79ca,3137412ee947e22670ca8eccad042f6a1f818891e79a61c8682986100d6a1369
,,Wool Shoes,Boots,https://web.poecdn.com/image/Art/2DItems/Armours/Boots/BootsInt1.png?scale=1&w=2&h=2&v=7d976b0a4ce27b0653446acab5b006cb,cede162d0de3e925e1e0f8f4ae9d80557274006fa99eb5584ba2d208eacd85b0
,,Thunder Lord's Driftwood Wand,Weapon,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Wands/Wand1.png?scale=1&w=1&h=3&v=29d882fad76634e6d9feda1b35808e0b,a75dec70e0b4dad41c7a389ea8f2179d3d7dd8f9afaa301dde148fe0d1f5462b
,,Strapped Leather,BodyArmour,https://web.poecdn.com/image/Art/2DItems/Armours/BodyArmours/BodyDex3A.png?scale=1&w=2&h=3&v=a653272cdf50599d69193a018e3a509f,95ff37c6cf5564af2de600483d51e130f2f98f2f524af1f77aec13d109c2b33f
,,Recovering Leather Belt of Refilling,Belt,https://web.poecdn.com/image/Art/2DItems/Belts/Belt3.png?scale=1&w=2&h=1&v=a559821037f54c94dae053b90bcea363,23abb108f41f6f6bc472e21b01b801fc5d64d6dda463ef570860e19df7a93ee0
,,Paua Ring of the Mongoose,Ring2,https://web.poecdn.com/image/Art/2DItems/Rings/Ring3.png?scale=1&w=1&h=1&v=bc351f5121b5d5d052733fa5be0f79ca,3a6e1a5a83765d6a3a2fa0890832f50a1c4e58a3101e61e956125d8f438d8fe4

LegionOfMoo,darkdesia,2019/07/29, 15:03:24,https://www.pathofexile.com/account/view-profile/darkdesia/characters
,Tempest Arrow,Spike-Point Arrow Quiver,Offhand,https://web.poecdn.com/image/Art/2DItems/Quivers/QuiverSpike-Point.png?scale=1&w=2&h=3&v=1bd153027f337b59c30957890e223974,3b9019b7da3044b8718d8568d3f77f5cfa7acff7915442d0ebaa66a3f5061a16
,Horror Tether,Rustic Sash,Belt,https://web.poecdn.com/image/Art/2DItems/Belts/Belt1.png?scale=1&w=2&h=1&v=a40ff49a65beb9e722af0f85159432f1,e2fa40b398d7d327d7af25643a87da6776153a43698c9835d7599cf41672fdaf
,,Phantom Mace,Weapon2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/OneHandMaces/OneHandMace8.png?scale=1&w=2&h=3&v=8bae43aea31d367b067c4a5054432f6d,25dbe7601bc35e1fff8020d3aa6124954ae3b6d1f305d211ae4ed545bde1a8a6
,Agony Grasp,Two-Stone Ring,Ring,https://web.poecdn.com/image/Art/2DItems/Rings/TopazRuby.png?scale=1&w=1&h=1&v=0bd3c7197b952981eb21cb0dc278c04d,08279e971765fbbb749836b91d4c30ed1f53529cbcf3e634e584a756e35c1190
,Pain Salvation,Holy Chainmail,BodyArmour,https://web.poecdn.com/image/Art/2DItems/Armours/BodyArmours/BodyStrInt3C.png?scale=1&w=2&h=3&v=bbdf9f67046cb1f1c0311066d0f7fada,a427d97855651d52766cb3cdb10d0d050aaf412166404bfc47ced97fdde9ee2d
,Foe March,Dragonscale Boots,Boots,https://web.poecdn.com/image/Art/2DItems/Armours/Boots/BootsStrDex3.png?scale=1&w=2&h=2&v=601dc135a14c1121dca118c2640a1335,ae0369ce5e33f17ddcffbe69d4c2a54fc99708e2d096fc2235161d0d2995f709

Chris_WorstZerg,YoKwaJaY,2019/07/29, 15:03:24,https://www.pathofexile.com/account/view-profile/YoKwaJaY/characters
,,Driftwood Wand,Weapon,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Wands/Wand1.png?scale=1&w=1&h=3&v=29d882fad76634e6d9feda1b35808e0b,a34589c684ed4ab9f983d7f16d19674e54dd85476495b129e14de36e7c886380
,,Driftwood Wand,Offhand,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Wands/Wand1.png?scale=1&w=1&h=3&v=29d882fad76634e6d9feda1b35808e0b,156eecded1207558af3c25dbf46e42b49c93a832a0a8506954a3e80f26669337
,,Iron Ring,Ring,https://web.poecdn.com/image/Art/2DItems/Rings/Ring1.png?scale=1&w=1&h=1&v=7c04d5a65caa0371eccfe06a129a7407,43a5703228129a371757fbbacd615e7b5baf4436ee84a6d1efd3cce4f3734cd1
,,Battered Helm,Helm,https://web.poecdn.com/image/Art/2DItems/Armours/Helmets/HelmetStrDex1.png?scale=1&w=2&h=2&v=07c3f99a69fc41732cb5a4459a20e26a,c459c3dec23f33f479eb0df393cca21336b79c970deabd5dd6ea375af987725b
,,Coral Ring,Ring2,https://web.poecdn.com/image/Art/2DItems/Rings/Ring2.png?scale=1&w=1&h=1&v=ea80f60b4a8ead920044707ed6569849,d7a2d155fd4d4f246846cb77d03241d889e4bbb00d2d1d6ea42117af10a1b99d
,,Chain Belt,Belt,https://web.poecdn.com/image/Art/2DItems/Belts/Belt2.png?scale=1&w=2&h=1&v=05d53adc2875453b6b6bb2652ee3d74d,e5d60dccdc598a25fd80195225ec50cebaaabfbf129b8e465f94d17aea801021

Maldum,Malumus,2019/07/29, 15:03:24,https://www.pathofexile.com/account/view-profile/Malumus/characters
,,Beryl Iron Ring of Steadiness,Ring,https://web.poecdn.com/image/Art/2DItems/Rings/Ring1.png?scale=1&w=1&h=1&v=7c04d5a65caa0371eccfe06a129a7407,b48c425cc355cf3193f670f97eef8ff1c28e074a3021788a0e36d83c70912190
,,Paua Amulet,Amulet,https://web.poecdn.com/image/Art/2DItems/Amulets/Amulet1.png?scale=1&w=1&h=1&v=c2401398cda6eebb43b7f7da63caa331,022041b8ec490f6bcd34143fa9f38c105d347df88695d49d22526b00170cfb20
,,Rustic Sash,Belt,https://web.poecdn.com/image/Art/2DItems/Belts/Belt1.png?scale=1&w=2&h=1&v=a40ff49a65beb9e722af0f85159432f1,3d01810a90bdb00eb9a522f93f47983cbed945b426eb59d7ff35d4dbbc978355
,,Hale Chestplate of Thick Skin,BodyArmour,https://web.poecdn.com/image/Art/2DItems/Armours/BodyArmours/BodyStr2A.png?scale=1&w=2&h=3&v=6522259e77d149052a4b4cadf67f4e84,acc0614a69015e1994810f831ad76e4807f31c95ee68e981d488db624cafa9b5
,Corruption Fingers,Fishscale Gauntlets,Gloves,https://web.poecdn.com/image/Art/2DItems/Armours/Gloves/GlovesStrDex1.png?scale=1&w=2&h=2&v=0b1675257aaa7b52d127c9f72074dcb3,3079ec48683b382425c8c1ce8556ac88b2757d5c70e389fb69d4b043a2d3b476
,,Heated Sabre of Impact,Offhand,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/OneHandSwords/OneHandSword3.png?scale=1&w=1&h=3&v=0bf4b174a0c80b2fd80a12026ed04a05,a1c337792bca9d676634cad07e79ec06768af643991481a5acdddb11f4da1d80
,,Healthy Chain Boots of the Pupil,Boots,https://web.poecdn.com/image/Art/2DItems/Armours/Boots/BootsStrInt1.png?scale=1&w=2&h=2&v=035f3b60cab4a435455f0fbb19b7804c,6e0a844616749eb03d95d0ecbb9c7b85756925555bfba80abc1c77c6893e9065
,,Battered Helm,Helm,https://web.poecdn.com/image/Art/2DItems/Armours/Helmets/HelmetStrDex1.png?scale=1&w=2&h=2&v=07c3f99a69fc41732cb5a4459a20e26a,a8310a4a8f447c8050b008642ee1df07d64dbaedf43bd232b8737e33b596446a
,,Frosted Rusted Spike of the Brute,Weapon,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Rapiers/Rapier1.png?scale=1&w=1&h=4&v=d168913de6262f4a1712f89d81f5a661,524353eab19b012eafd92d5f6be28b9e04e201a260aefa0b460303d40441c793
,,Coral Ring,Ring2,https://web.poecdn.com/image/Art/2DItems/Rings/Ring2.png?scale=1&w=1&h=1&v=ea80f60b4a8ead920044707ed6569849,67be56333797ef537cbb067694874f6d04dbec48f63db9132cb44e79db88ff29

Legionnaire_Corpse,Trunkchest,2019/07/29, 15:03:24,https://www.pathofexile.com/account/view-profile/Trunkchest/characters
,Eagle Salvation,Siege Helmet,Helm,https://web.poecdn.com/image/Art/2DItems/Armours/Helmets/HelmetStr7.png?scale=1&w=2&h=2&v=070db8eaafa69c5225d50554bf398ba0,10269c9ad678bfc264089ede65bd015038396b5f57ed54635d152afa296111cb
,Fate Palm,Titan Gauntlets,Gloves,https://web.poecdn.com/image/Art/2DItems/Armours/Gloves/GlovesStr4.png?scale=1&w=2&h=2&v=b2997b2df11d3b19cbb6a4c3054acda6,c856ff8c4ab9cfbc55ede0fedfe029926eefc5c0f4ae53f8d735326a0dc212df
